"","V1","V2","PercGTE","Pvalue","Pvalue_adj"
"64","allME.fitUDIBS","allME.fitFNBMCHIP",0.688741721854305,2.49761968364847e-06,2e-04
"65","allME.fitUDIBS","allME.fitHIPM",0.71523178807947,1.8441019481856e-08,0
"66","allME.fitUDIBS","allME.fitHIPBR",0.470198675496689,0.782649859573195,1
"67","allME.fitUDIBS","allME.fitHIPW",0.52317880794702,0.103074877757525,1
"68","allME.fitUDIBS","allME.fitHIPED",0.450331125827815,0.529460870002253,1
"69","allME.fitUDIBS","allME.fitHIPACT",0.589403973509934,0.12063761887752,1
"70","allME.fitUDIBS","allME.fitSBMC",0.642384105960265,2.68225198532342e-08,0
"71","allME.fitFNBMCHIP","allME.fitHIPM",0.585526315789474,0.00412262052106398,0.2267
"72","allME.fitFNBMCHIP","allME.fitHIPBR",0.342105263157895,0.000489057765884163,0.0284
"73","allME.fitFNBMCHIP","allME.fitHIPW",0.506578947368421,0.697243702863474,1
"74","allME.fitFNBMCHIP","allME.fitHIPED",0.421052631578947,0.0897168115187859,1
"75","allME.fitFNBMCHIP","allME.fitHIPACT",0.355263157894737,3.64903373182556e-05,0.0024
"76","allME.fitFNBMCHIP","allME.fitSBMC",0.611842105263158,0.03842407712171,1
"77","allME.fitHIPM","allME.fitHIPBR",0.348684210526316,7.80791518273572e-05,0.0049
"78","allME.fitHIPM","allME.fitHIPW",0.447368421052632,0.206006694084021,1
"79","allME.fitHIPM","allME.fitHIPED",0.421052631578947,0.0212275721723695,1
"80","allME.fitHIPM","allME.fitHIPACT",0.427631578947368,0.000315093155887457,0.0186
"81","allME.fitHIPM","allME.fitSBMC",0.618421052631579,0.366923734499036,1
"82","allME.fitHIPBR","allME.fitHIPW",0.618421052631579,0.0109892389340753,0.5714
"83","allME.fitHIPBR","allME.fitHIPED",0.578947368421053,0.194379242056414,1
"84","allME.fitHIPBR","allME.fitHIPACT",0.539473684210526,0.0775716472827988,1
"85","allME.fitHIPBR","allME.fitSBMC",0.671052631578947,6.95521824530518e-05,0.0045
"86","allME.fitHIPW","allME.fitHIPED",0.368421052631579,5.4640570680867e-05,0.0036
"87","allME.fitHIPW","allME.fitHIPACT",0.421052631578947,0.299954688552307,1
"88","allME.fitHIPW","allME.fitSBMC",0.526315789473684,0.119885181658825,1
"89","allME.fitHIPED","allME.fitHIPACT",0.453947368421053,0.958190572548971,1
"90","allME.fitHIPED","allME.fitSBMC",0.585526315789474,0.0107033352765026,0.5673
"91","allME.fitHIPACT","allME.fitSBMC",0.684210526315789,0.000129726353398428,0.008
